run_folder,run_id,algorithm,var_nm3,var_nm10,var_nm4,var_wnm2,var_wpm5,var_lpm5,var_wnm0,var_lpm0,var_capv,obj_Gain,obj_PM,pass_fail,is_real
nsga2_20260905_161011,20260905_161011,nsga2,10.724610869304877,19.05881023019277,3.739032641673041,4.7447877522721014e-05,3.13895957654454e-05,4.521601265239469e-06,8.282194860389804e-05,4.387391795507032e-06,5.946343189057535e-12,40.14,105.6,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,1.523623151618299,15.316749064821325,11.224722951166287,1.668766631000488e-05,7.890634173181191e-05,3.3803508782706268e-06,4.5513739581220955e-05,1.7733961238480651e-06,4.628016878024163e-12,51.72,96.93,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,4.865649572846843,5.983953468395141,15.256928779970998,1.4236315271906184e-05,4.867354015083401e-05,9.817003398111766e-06,9.617722220827954e-05,7.385504437348569e-06,5.871041699926908e-12,58.72,110.9,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,6.260932876862046,4.05238816672741,19.42858285110652,2.594860870172957e-05,1.18518015633358e-05,6.423152677606254e-06,7.77353064999271e-05,6.323531360003884e-06,9.255679343118123e-12,70.3,104.3,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,1.7522646566198543,11.04319600194041,9.727381774822671,3.398774083748817e-06,6.424041846319568e-05,8.600011965566239e-06,5.9416219504997114e-05,2.97092575350362e-06,8.558933689282679e-12,39.06000000000001,92.21,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,10.680421748908678,10.706888804864127,15.30757394634138,7.65172517851234e-06,8.20167838961919e-05,6.9912256070309424e-06,7.877356507301365e-05,2.3203544606912846e-06,8.22127745021077e-12,43.22,106.2,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,4.635154595086805,2.5494997299067417,17.249312511454335,4.3105789760030114e-05,8.769074851273307e-05,4.983142333908507e-06,2.7622624344787713e-05,5.673723717300796e-07,6.81148806017453e-12,nan,nan,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,14.678278286665169,16.875815113505208,6.355678719926301,1.0996342907999787e-05,6.40413385926388e-05,8.148020914877591e-06,9.637798602264358e-05,1.929985889001186e-06,5.339911493794028e-12,67.48,59.29,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,17.999601381727295,9.031621231963308,12.200539179596914,1.517186671420151e-06,6.7443950749148e-05,9.231341886521313e-06,8.273448535680508e-05,8.912442533744494e-06,6.94319842468471e-12,44.25,98.12,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,5.665493077620374,15.601822979028833,5.0218201095427,4.161435928282372e-05,6.552976880305594e-06,8.34213422723878e-06,1.67013744674679e-05,4.0638964667180974e-06,3.850643499012678e-12,29.37999999999999,93.64,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,14.135403670277084,4.392865685313066,8.528867082122742,5.89482376866653e-07,2.647072286118512e-05,4.501293735175075e-06,1.0860347299720249e-05,6.515019487347298e-06,4.423818428978791e-12,45.15,116.2,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,14.780584823448539,13.423454210299493,9.193308226770718,4.340582913041729e-05,6.332387121476665e-05,8.19760634500984e-06,3.4376933976829264e-05,5.664858251850328e-06,2.766671966032781e-12,30.89,96.83,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,19.92668261225393,5.6210938218202156,5.880481877314952,3.937546597831008e-06,2.6002970963974637e-05,7.749721059168504e-06,6.98799889971032e-05,1.7223955170131097e-06,4.386146512852848e-12,38.88,122.19999999999999,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,8.997506497731795,13.634700680877254,9.662650297831227,2.9449960843228907e-05,8.401655497981154e-05,7.401499297967519e-06,3.6691224171803324e-05,4.7597649387726e-06,4.309296127210059e-12,47.88,115.4,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,3.084958616127238,4.861589337660535,6.39232328993849,1.5912454611434417e-05,3.151087152434779e-05,5.978647304403044e-06,9.717749056928953e-05,7.859309281775453e-06,8.120205533555246e-12,74.45,102.8,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,15.42610151025202,12.342766879951371,18.436152886247342,3.457461872571992e-05,5.018553614446604e-05,1.2322961807551182e-06,4.8998387940426725e-05,2.521894455733176e-06,2.194266677921085e-12,73.25,33.76,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,10.615233528058086,15.916620559342222,6.60512241330487,3.850795646748557e-05,5.270526345927673e-05,1.9159562220217693e-06,9.650728407477964e-05,4.315544126940916e-06,3.657108300964262e-12,57.32,125.6,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,17.092969042040863,3.3647463177941166,14.938218760400364,9.634889705503775e-06,3.943143006845447e-05,2.7030488453903147e-06,8.417043087143097e-05,4.2057082434286865e-06,9.772235315940603e-12,63.14,57.74,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,12.879968203887028,14.17883385935539,10.908977320515934,1.5655719494056878e-05,3.9736975178927146e-05,9.438874782788066e-06,2.0359959112249046e-05,9.888079561592016e-06,7.824752758034365e-12,33.64,95.4,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,7.835951603359595,13.188758200606463,8.238649246568663,1.9260198752204024e-05,5.0529154134394596e-05,6.588668055360824e-07,4.95090845263566e-05,9.730184927745436e-06,3.5691870590702062e-12,42.29999999999999,127.9,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,15.216141222455631,9.412988911339406,4.976339809737924,4.527862776966103e-05,1.9776802826172354e-06,3.3833348026953515e-06,9.990288046769656e-05,2.9903945638049e-06,8.641400696733447e-12,71.31,106.0,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,12.507979824458381,16.31467844301535,12.976037353426086,1.8326033795775064e-05,7.61506418229732e-05,7.516032145877373e-07,4.4847251287924855e-05,4.0326184137660065e-06,5.293666050736145e-12,74.69,13.840000000000003,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,3.4247930434253226,5.227630452979176,11.678980211894478,1.957212504810091e-05,7.922812369735694e-05,6.248797598136387e-06,8.616828847326331e-05,7.457427954593243e-06,6.416411029827084e-12,65.72,127.7,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,6.464696441723918,15.872448890597202,5.774083985250554,4.037992257175899e-06,9.62975984707898e-05,5.630106448416457e-06,7.745726146571618e-05,5.527616672488421e-06,6.5042175733463926e-12,59.14,100.4,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,1.6439527598136185,4.549079907722362,13.819098513260771,2.865706051823916e-05,1.6107936888475254e-05,9.544278052898755e-06,1.568905716497621e-05,5.34788087251751e-06,2.296025875173319e-12,83.07,111.7,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,14.630062796018459,6.249947267807902,3.548545527313882,2.5855628793246283e-06,1.7731103128393077e-05,2.3220878088738805e-06,5.3836116333307724e-05,4.784869418628216e-06,9.615649305281835e-12,78.45,43.03,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,19.128875400466207,16.134376098900177,13.760165045633363,4.2297647650946814e-05,9.389355729944448e-05,7.148684244265262e-07,1.2075091146940612e-05,3.922506904494609e-06,1.8422816773833976e-12,20.989999999999995,105.7,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,12.390964988012266,5.946920224614064,6.022454853514184,1.4629901035798919e-05,1.0042251061163688e-05,7.538972305762509e-06,6.517204123108511e-05,6.261826861091993e-06,1.306410240499979e-12,72.58,112.4,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,9.159818748138672,14.018868208097011,3.9705863481681414,1.9467194879480275e-05,2.2774643033527083e-06,1.2776509722337996e-06,2.1880421925905673e-05,4.439176530841862e-06,5.1691603265864185e-12,26.909999999999997,97.11,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,17.805909100744145,7.0165104013062525,1.407813649266636,4.1363300334526905e-05,6.466139456745205e-06,1.3834239302911692e-06,9.632921715895157e-05,7.656971472219405e-06,4.040687825013295e-12,9.527000000000001,111.2,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,3.511397990764718,8.347880890265369,7.444702962823298,4.3759727711690914e-05,4.204967582620979e-05,1.2794275571484094e-06,9.270247867515104e-05,6.411976955294971e-06,2.05038871102902e-12,84.88,55.18,FAIL,1
nsga2_20260905_161011,20260905_161011,nsga2,3.1503090408820245,9.85273158212102,2.7496903480932073,3.169808395247709e-05,6.175346397216255e-05,8.047728118724603e-07,8.080005126981706e-05,7.974550228925235e-06,9.237774417537775e-12,69.9,78.69,FAIL,1
