run_folder,algorithm,var_nm3,var_nm10,var_nm4,var_wnm2,var_wpm5,var_lpm5,var_wnm0,var_lpm0,var_capv,obj_Gain,obj_PM,pass_fail,run_id,is_real
nsga2_20260828_114605,nsga2,10.47942889641734,17.206271153202927,8.79506504292453,2.898917333857049e-05,3.878462101637711e-05,5.076544925790443e-06,3.982263413947526e-05,6.708111469189365e-07,2.8502072999317668e-12,46.14797666605185,124.19680131408961,FAIL,20260828_114605,0
nsga2_20260828_114605,nsga2,3.1062092524234535,16.624629580165436,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.87987568576834,104.32974819679407,FAIL,20260828_114605,0
nsga2_20260828_114605,nsga2,9.795864793003219,17.565009473654115,8.537769777592578,2.946040631110923e-05,5.225429939631942e-05,7.4607450164072876e-06,4.3992718839719095e-05,5.564421567570399e-07,3.2486588869940314e-12,57.51299981158365,123.80522472618487,FAIL,20260828_114605,0
nsga2_20260828_114605,nsga2,5.9630907250785175,11.086684273902623,13.586556016086304,4.18977694872761e-05,5.2602663890930324e-05,9.585939632282915e-06,5.218011074379374e-05,3.5928146919866407e-06,2.7083711092193095e-12,85.91406515778382,80.28330673391078,PASS,20260828_114605,0
nsga2_20260828_114605,nsga2,6.240009075825643,17.534749692585972,7.718531933132157,3.428323243129936e-05,5.225429939631942e-05,4.917443046381549e-06,5.0287279774542375e-05,3.7384211989337256e-06,2.553639737223767e-12,66.01263419526519,109.87612788641763,FAIL,20260828_114605,0
nsga2_20260828_114605,nsga2,10.763787942150408,17.068967463972893,5.150966604049845,4.4387165246012586e-05,6.59869380140593e-05,9.713388497960056e-06,6.679126468789464e-05,3.878591088217061e-06,3.5119691671959645e-12,63.27073077970133,119.24063418048438,FAIL,20260828_114605,0
nsga2_20260828_114617,nsga2,3.1062092524234535,16.77298100179959,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.87987558849856,104.9991320581793,FAIL,20260828_114617,0
nsga2_20260828_114617,nsga2,6.272966629600457,16.8101434101774,9.5206802495686,3.428641157959137e-05,5.2229997228700256e-05,4.895383045458236e-06,5.101034719347641e-05,3.0537223730025977e-06,2.196126616373283e-12,70.94319381039126,107.81118454838696,FAIL,20260828_114617,0
nsga2_20260828_114617,nsga2,3.1062092524234535,16.623381510357703,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.87987568658535,104.32402358941415,FAIL,20260828_114617,0
nsga2_20260828_114617,nsga2,10.47942889641734,17.206271153202927,8.79506504292453,2.898917333857049e-05,3.878462101637711e-05,5.076544925790443e-06,3.982263413947526e-05,6.708111469189365e-07,2.8502072999317668e-12,46.14797666605185,124.19680131408961,FAIL,20260828_114617,0
nsga2_20260828_114617,nsga2,3.1062092524234535,16.624629580165436,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.87987568576834,104.32974819679407,FAIL,20260828_114617,0
nsga2_20260828_114617,nsga2,9.795864793003219,17.565009473654115,8.537769777592578,2.946040631110923e-05,5.225429939631942e-05,7.4607450164072876e-06,4.3992718839719095e-05,5.564421567570399e-07,3.2486588869940314e-12,57.51299981158365,123.80522472618487,FAIL,20260828_114617,0
nsga2_20260828_114617,nsga2,5.9630907250785175,11.086684273902623,13.586556016086304,4.18977694872761e-05,5.2602663890930324e-05,9.585939632282915e-06,5.218011074379374e-05,3.5928146919866407e-06,2.7083711092193095e-12,85.91406515778382,80.28330673391078,PASS,20260828_114617,0
nsga2_20260828_114617,nsga2,6.240009075825643,17.534749692585972,7.718531933132157,3.428323243129936e-05,5.225429939631942e-05,4.917443046381549e-06,5.0287279774542375e-05,3.7384211989337256e-06,2.553639737223767e-12,66.01263419526519,109.87612788641763,FAIL,20260828_114617,0
nsga2_20260828_114617,nsga2,10.763787942150408,17.068967463972893,5.150966604049845,4.4387165246012586e-05,6.59869380140593e-05,9.713388497960056e-06,6.679126468789464e-05,3.878591088217061e-06,3.5119691671959645e-12,63.27073077970133,119.24063418048438,FAIL,20260828_114617,0
nsga2_20260828_114722,nsga2,3.1062092524234535,16.77298100179959,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.87987558849856,104.9991320581793,FAIL,20260828_114722,0
nsga2_20260828_114722,nsga2,6.272966629600457,16.8101434101774,9.5206802495686,3.428641157959137e-05,5.2229997228700256e-05,4.895383045458236e-06,5.101034719347641e-05,3.0537223730025977e-06,2.196126616373283e-12,70.94319381039126,107.81118454838696,FAIL,20260828_114722,0
nsga2_20260828_114722,nsga2,3.1062092524234535,16.623381510357703,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.87987568658535,104.32402358941415,FAIL,20260828_114722,0
nsga2_20260828_114722,nsga2,10.47942889641734,17.206271153202927,8.79506504292453,2.898917333857049e-05,3.878462101637711e-05,5.076544925790443e-06,3.982263413947526e-05,6.708111469189365e-07,2.8502072999317668e-12,46.14797666605185,124.19680131408961,FAIL,20260828_114722,0
nsga2_20260828_114722,nsga2,3.1062092524234535,16.624629580165436,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.87987568576834,104.32974819679407,FAIL,20260828_114722,0
nsga2_20260828_114722,nsga2,9.795864793003219,17.565009473654115,8.537769777592578,2.946040631110923e-05,5.225429939631942e-05,7.4607450164072876e-06,4.3992718839719095e-05,5.564421567570399e-07,3.2486588869940314e-12,57.51299981158365,123.80522472618487,FAIL,20260828_114722,0
nsga2_20260828_114722,nsga2,5.9630907250785175,11.086684273902623,13.586556016086304,4.18977694872761e-05,5.2602663890930324e-05,9.585939632282915e-06,5.218011074379374e-05,3.5928146919866407e-06,2.7083711092193095e-12,85.91406515778382,80.28330673391078,PASS,20260828_114722,0
nsga2_20260828_114722,nsga2,6.240009075825643,17.534749692585972,7.718531933132157,3.428323243129936e-05,5.225429939631942e-05,4.917443046381549e-06,5.0287279774542375e-05,3.7384211989337256e-06,2.553639737223767e-12,66.01263419526519,109.87612788641763,FAIL,20260828_114722,0
nsga2_20260828_114722,nsga2,10.763787942150408,17.068967463972893,5.150966604049845,4.4387165246012586e-05,6.59869380140593e-05,9.713388497960056e-06,6.679126468789464e-05,3.878591088217061e-06,3.5119691671959645e-12,63.27073077970133,119.24063418048438,FAIL,20260828_114722,0
nsga2_20260828_114732,nsga2,3.1062092524234535,16.77298100179959,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.87987558849856,104.9991320581793,FAIL,20260828_114732,0
nsga2_20260828_114732,nsga2,6.272966629600457,16.8101434101774,9.5206802495686,3.428641157959137e-05,5.2229997228700256e-05,4.895383045458236e-06,5.101034719347641e-05,3.0537223730025977e-06,2.196126616373283e-12,70.94319381039126,107.81118454838696,FAIL,20260828_114732,0
nsga2_20260828_114732,nsga2,3.1062092524234535,16.623381510357703,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.87987568658535,104.32402358941415,FAIL,20260828_114732,0
nsga2_20260828_114732,nsga2,10.47942889641734,17.206271153202927,8.79506504292453,2.898917333857049e-05,3.878462101637711e-05,5.076544925790443e-06,3.982263413947526e-05,6.708111469189365e-07,2.8502072999317668e-12,46.14797666605185,124.19680131408961,FAIL,20260828_114732,0
nsga2_20260828_114732,nsga2,3.1062092524234535,16.624629580165436,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.87987568576834,104.32974819679407,FAIL,20260828_114732,0
nsga2_20260828_114732,nsga2,9.795864793003219,17.565009473654115,8.537769777592578,2.946040631110923e-05,5.225429939631942e-05,7.4607450164072876e-06,4.3992718839719095e-05,5.564421567570399e-07,3.2486588869940314e-12,57.51299981158365,123.80522472618487,FAIL,20260828_114732,0
nsga2_20260828_114732,nsga2,5.9630907250785175,11.086684273902623,13.586556016086304,4.18977694872761e-05,5.2602663890930324e-05,9.585939632282915e-06,5.218011074379374e-05,3.5928146919866407e-06,2.7083711092193095e-12,85.91406515778382,80.28330673391078,PASS,20260828_114732,0
nsga2_20260828_114732,nsga2,6.240009075825643,17.534749692585972,7.718531933132157,3.428323243129936e-05,5.225429939631942e-05,4.917443046381549e-06,5.0287279774542375e-05,3.7384211989337256e-06,2.553639737223767e-12,66.01263419526519,109.87612788641763,FAIL,20260828_114732,0
nsga2_20260828_114732,nsga2,10.763787942150408,17.068967463972893,5.150966604049845,4.4387165246012586e-05,6.59869380140593e-05,9.713388497960056e-06,6.679126468789464e-05,3.878591088217061e-06,3.5119691671959645e-12,63.27073077970133,119.24063418048438,FAIL,20260828_114732,0
nsga2_20260828_115723,nsga2,6.272966629600457,16.8101434101774,9.5206802495686,3.428641157959137e-05,5.2229997228700256e-05,4.895383045458236e-06,5.101034719347641e-05,3.0537223730025977e-06,2.196126616373283e-12,70.84168452603538,108.97292241743278,FAIL,20260828_115723,0
nsga2_20260828_115723,nsga2,10.293537887458722,17.534749692585972,8.40047394857217,1.585189956620013e-06,5.4378910536030065e-05,5.00065326978817e-06,5.1807120470903355e-05,6.382117036151285e-07,2.5545391220330058e-12,43.37229139335298,127.72824691047063,FAIL,20260828_115723,0
nsga2_20260828_115723,nsga2,10.261503610378062,17.534749692585972,17.875916987655415,1.8550921753871181e-06,5.406918090618506e-05,7.5026861434472025e-06,5.128567349493267e-05,6.382117036151285e-07,2.540617530166295e-12,60.94758280212315,126.79218510314924,FAIL,20260828_115723,0
nsga2_20260828_115723,nsga2,3.65137020529259,16.775440185653668,17.880692120360976,4.2010057643665915e-05,7.261114645643987e-05,7.5459566234523e-06,4.420749367493633e-05,8.913035350655441e-06,3.5465367503207717e-12,99.98835410961595,105.6952307449403,PASS,20260828_115723,0
nsga2_20260828_120428,nsga2,17.046510367517907,3.6665835118158125,17.21544076240445,3.4462747305226405e-05,3.878462101637711e-05,5.062069141553591e-06,3.769408827320036e-05,3.3599271808447524e-06,3.1444128003932035e-12,39.55209586224306,125.579116319635,FAIL,20260828_120428,0
nsga2_20260828_120428,nsga2,3.1062092524234535,16.77298100179959,17.880692120360976,2.1411421211005276e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,82.51694848736561,104.9981176267849,FAIL,20260828_120428,0
nsga2_20260828_120428,nsga2,3.647676483488625,17.062234306938354,16.77858035215043,4.414749232685643e-05,4.7646631861541683e-05,7.405177702877949e-06,6.272784241151e-05,4.095661234299311e-06,9.97579095931596e-12,87.18707218136271,98.7274495964438,PASS,20260828_120428,0
nsga2_20260828_120428,nsga2,17.046510367517907,3.5773773537689193,17.21544076240445,3.4462747305226405e-05,3.878462101637711e-05,5.062069141553591e-06,3.98002935846299e-05,3.3599271808447524e-06,3.1444128003932035e-12,41.34536507466778,123.4399179650417,FAIL,20260828_120428,0
nsga2_20260828_120428,nsga2,14.080265900704166,4.896537754296306,13.767358333038183,2.898917333857049e-05,3.878462101637711e-05,5.08146262810819e-06,4.086194501906083e-05,3.5864815275479027e-06,9.329081923880588e-12,46.572694414284584,116.81223842219296,FAIL,20260828_120428,0
nsga2_20260828_120428,nsga2,17.046510367517907,3.581470636945459,17.257528382429616,2.898917333857049e-05,8.420719535186441e-05,7.893632684970238e-06,3.982263413947526e-05,1.8189614242248988e-06,9.676070958887376e-12,52.89478130062814,116.30482269849801,FAIL,20260828_120428,0
nsga2_20260828_120428,nsga2,3.1062092524234535,18.2231253614037,17.149170358860342,2.1411421211005276e-05,7.130902960597217e-05,7.435211221205438e-06,4.4076698800359825e-05,8.728551152945154e-06,9.809207644557905e-12,80.93422576024464,111.4112262288054,FAIL,20260828_120428,0
nsga2_20260828_120906,nsga2,3.1062092524234535,16.77298100179959,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.87987678945753,104.99811800131906,FAIL,20260828_120906,0
nsga2_20260828_120906,nsga2,6.272966629600457,16.8101434101774,9.5206802495686,3.428641157959137e-05,5.2229997228700256e-05,4.895383045458236e-06,5.101034719347641e-05,3.0537223730025977e-06,2.196126616373283e-12,70.78866703647937,109.31186246695968,FAIL,20260828_120906,0
nsga2_20260828_120906,nsga2,3.1062092524234535,16.77298100179959,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,9.843284998723813e-06,4.135818997407108e-05,3.936575471665047e-06,9.809207644557905e-12,79.60487650780969,105.81168905837829,FAIL,20260828_120906,0
nsga2_20260828_120906,nsga2,14.080265900704166,3.50347295082416,16.867561127548278,2.898917333857049e-05,3.878462101637711e-05,5.076180579917602e-06,4.023561775884948e-05,4.138172655434563e-06,9.547183360764035e-12,52.32024548659175,114.42361554001957,FAIL,20260828_120906,0
nsga2_20260828_120906,nsga2,17.046510367517907,3.6665835118158125,17.21544076240445,3.4462747305226405e-05,3.878462101637711e-05,5.062069141553591e-06,3.769408827320036e-05,3.3599271808447524e-06,3.1444128003932035e-12,39.55209586224306,125.579116319635,FAIL,20260828_120906,0
nsga2_20260828_120906,nsga2,6.272966629600457,16.81779816466403,9.03233384573606,3.428641157959137e-05,5.2229997228700256e-05,4.895383045458236e-06,5.071835844830518e-05,3.343839725933744e-06,2.2036117156653305e-12,69.46318431431754,109.4169510102886,FAIL,20260828_120906,0
nsga2_20260828_120906,nsga2,3.1062092524234535,16.77298100179959,17.880692120360976,2.1411421211005276e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,82.51694848736561,104.9981176267849,FAIL,20260828_120906,0
nsga2_20260828_120906,nsga2,13.880683947909572,3.50347295082416,16.013541035639726,2.9015237988800548e-05,8.271921551835954e-05,5.076180579917602e-06,4.006770181774219e-05,3.7974426634302865e-06,9.583364325512188e-12,67.94652672347743,113.5323204414476,FAIL,20260828_120906,0
nsga2_20260828_120906,nsga2,14.280955833380501,3.50347295082416,13.908400080092461,2.8026248771888793e-05,3.878462101637711e-05,4.921175549798291e-06,3.9856618031368256e-05,4.105943926509725e-06,8.946020685251768e-12,45.162345747809816,116.20805155177784,FAIL,20260828_120906,0
nsga2_20260828_120906,nsga2,17.046510367517907,3.9505296427806935,17.21544076240445,3.4462747305226405e-05,3.878462101637711e-05,5.061939789662244e-06,3.769408827320036e-05,3.3601427550101796e-06,3.1444128003932035e-12,39.552095454681464,125.6505088335987,FAIL,20260828_120906,0
nsga2_20260828_120906,nsga2,6.272966629600457,9.968142299370433,13.822066811912656,3.792741686974757e-05,5.1570802567833564e-05,1.8422303075932626e-06,5.101034719347641e-05,8.108523272071653e-06,4.897129492739734e-12,83.38234732588784,74.45488719833531,FAIL,20260828_120906,0
nsga2_20260828_120906,nsga2,17.59550603895895,3.5030732252617396,17.891741015966836,2.898917333857049e-05,7.147303267185083e-05,5.101494359101741e-06,3.982263413947526e-05,3.650344209196644e-06,9.333572195464372e-12,48.83574559545482,114.81235368260936,FAIL,20260828_120906,0
nsga2_20260828_120906,nsga2,17.046510367517907,3.585449329669058,17.257528382429616,2.898917333857049e-05,3.878462101637711e-05,5.076544925790443e-06,3.9925001037529025e-05,3.331670475235269e-06,9.048513432642904e-12,41.68995201977931,116.90035704199967,FAIL,20260828_120906,0
nsga2_20260828_120906,nsga2,6.272966629600457,16.735446704372436,9.556565603510489,3.428641157959137e-05,5.250422785899477e-05,4.911539410358523e-06,5.101034719347641e-05,4.883263805553844e-06,2.1664268057644366e-12,71.05864443200034,109.09225966422814,FAIL,20260828_120906,0
nsga2_20260828_120956,nsga2,3.1062092524234535,16.77298100179959,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.8798706652587,104.99874771108881,FAIL,20260828_120956,0
nsga2_20260828_120956,nsga2,7.207678605903048,9.765756811139715,13.822066811912656,3.428641157959137e-05,5.149103171500739e-05,2.9297019573925992e-06,5.101034719347641e-05,3.6041782416350273e-06,6.098647150255146e-12,80.39140285840078,81.44452146456683,FAIL,20260828_120956,0
nsga2_20260828_120956,nsga2,9.815120903489879,17.74905134401393,19.20259402302867,4.1548329308709644e-05,3.5120825396143926e-05,5.560270450851562e-06,3.0337754566428886e-05,9.024309507363749e-06,9.818839435404066e-12,71.39634506047594,116.98323351595508,FAIL,20260828_120956,0
nsga2_20260828_120956,nsga2,6.382239471566634,10.038073516828039,16.10504240896929,4.4828650665463856e-05,6.59869380140593e-05,9.713388497960056e-06,6.679126468789464e-05,3.520448842203051e-06,3.5119691671959645e-12,101.14905797672442,78.61387068285275,PASS,20260828_120956,0
nsga2_20260828_123750,nsga2,3.1062092524234535,16.77298100179959,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.87987082398159,104.99789434956553,FAIL,20260828_123750,0
nsga2_20260828_123750,nsga2,6.272966629600457,16.8101434101774,9.5206802495686,3.428641157959137e-05,5.2229997228700256e-05,4.895383045458236e-06,5.101034719347641e-05,3.0537223730025977e-06,2.196126616373283e-12,70.68127109649254,109.12616709035889,FAIL,20260828_123750,0
nsga2_20260828_123750,nsga2,6.272966629600457,16.8101434101774,9.5206802495686,3.428641157959137e-05,5.2230159536333654e-05,4.911336011763921e-06,5.101034719347641e-05,3.5579496529545756e-06,2.5525941062734053e-12,70.68137468181843,109.11999630369175,FAIL,20260828_123750,0
nsga2_20260828_123750,nsga2,12.504792845793691,10.797205041486194,13.818456657368177,5.239072171811844e-06,5.327486118718121e-05,8.763995337533042e-06,6.8165360062768e-05,2.9933216122614836e-06,2.3447341052288944e-12,64.8354354378648,109.21280356586907,FAIL,20260828_123750,0
nsga2_20260828_123750,nsga2,3.5989938402186006,16.843303269448878,7.365751768631794,3.2559229114234445e-05,8.380510687808783e-05,7.872303496599526e-06,3.37544491589259e-05,1.9128895773579406e-06,5.1206595789782996e-12,77.119249886492,105.99205777105871,FAIL,20260828_123750,0
nsga2_20260828_123750,nsga2,17.046510367517907,4.984172140656424,16.92990925713889,7.011628854501846e-06,3.878462101637711e-05,8.546167447531561e-06,4.0240050837528754e-05,3.3599271808447524e-06,2.4459827350930337e-12,43.813056582766556,124.42420367581187,FAIL,20260828_123750,0
nsga2_20260828_123750,nsga2,17.046510367517907,5.937032069502209,17.882315058095454,7.011628854501846e-06,3.878462101637711e-05,2.0794573370279223e-06,3.982263413947526e-05,3.332991365278903e-06,9.155328019003032e-12,45.02301975772682,117.54781895022431,FAIL,20260828_123750,0
nsga2_20260828_123750,nsga2,3.1062092524234535,16.769599034552645,17.76961702611537,1.907981282437092e-05,8.302332488799873e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,4.556542079421342e-12,85.34394307638264,103.26346058062992,PASS,20260828_123750,0
nsga2_20260828_123750,nsga2,3.1062092524234535,16.514891999725556,17.880692120360976,1.939911257554243e-05,7.261114645643987e-05,7.531410553962824e-06,4.167571920863277e-05,8.629694560520226e-06,9.295548356616308e-12,80.11421747988017,104.16715429271939,FAIL,20260828_123750,0
nsga2_20260828_123750,nsga2,12.564092915806517,10.78799024392081,13.804819756299151,3.426971001498745e-05,2.520261928380943e-05,8.74388571463949e-06,6.491819798015487e-05,2.2718972557144915e-06,2.3425550282428243e-12,58.41670078532152,114.06400220107763,FAIL,20260828_123750,0
nsga2_20260828_123750,nsga2,3.5989938402186006,16.846685236695823,7.476113803382395,3.244582775712332e-05,7.339292844647503e-05,7.872303496599526e-06,3.7965611863636085e-05,1.9128895773579406e-06,8.697270553703198e-12,73.3951931798827,106.95610342678266,FAIL,20260828_123750,0
nsga2_20260828_124018,nsga2,3.5989938402186006,5.565435431473985,16.783913514807903,3.2596509715257325e-05,8.204453448596698e-05,7.872303496599526e-06,3.414970285087154e-05,2.8723130798938405e-06,2.0180899426510067e-12,95.03263057959992,15.896976011784375,FAIL,20260828_124018,0
nsga2_20260828_124018,nsga2,16.136358630473513,13.326966104522901,16.48516437345505,2.898917333857049e-05,5.007904585735811e-05,4.895492212027168e-06,4.943892810335206e-05,1.8108400203473811e-06,7.568900031679341e-12,55.591878575651116,125.58977402857487,FAIL,20260828_124018,0
nsga2_20260828_124018,nsga2,9.007113202866805,16.623381510357703,18.146699974618517,1.896641146742638e-05,8.057260379441704e-05,2.2703524492572677e-06,4.167571920863277e-05,2.7797766888584736e-06,9.809207644557905e-12,87.02592781738298,120.49776109720631,PASS,20260828_124018,0
nsga2_20260828_124018,nsga2,3.5989938402186006,5.729497814238431,13.892774034256785,3.304347898906578e-05,8.380510687808783e-05,7.86308176311725e-06,9.246203634569144e-05,3.575473604948546e-06,2.571798364234266e-12,87.35924069798216,82.78407683295232,PASS,20260828_124018,0
nsga2_20260828_124201,nsga2,6.272966629600457,9.693619715492229,15.591614819057336,4.437368355254475e-05,5.250422785899477e-05,9.97112106890338e-06,5.5491699778890305e-05,3.905288352463714e-06,2.5534063413595052e-12,79.34,141.39999999999998,FAIL,20260828_124201,1
nsga2_20260828_124201,nsga2,3.5989938402186006,3.613245220625032,9.321961410354575,2.8957190027713204e-05,8.559270446157987e-05,7.872303496599526e-06,3.99232170549624e-05,2.2402419563815175e-06,4.838698816043833e-12,91.92867446493612,122.62732975320324,PASS,20260828_124201,0
nsga2_20260828_124201,nsga2,3.647676483488625,17.062234306938354,5.367743274858705,2.9056107657861888e-05,3.0992466695002885e-05,4.16161096600624e-06,6.350012077884149e-05,3.591068432508609e-06,3.541901654482116e-12,85.23882979316035,139.79330766230322,PASS,20260828_124201,0
nsga2_20260903_012903,nsga2,4.865649572846843,5.983953468395141,15.256928779970998,1.4236315271906184e-05,4.867354015083401e-05,9.817003398111766e-06,9.617722220827954e-05,7.385504437348569e-06,5.871041699926908e-12,58.71999999999999,110.9,FAIL,20260903_012903,1
nsga2_20260903_012903,nsga2,6.260932876862046,4.05238816672741,19.42858285110652,2.594860870172957e-05,1.18518015633358e-05,6.423152677606254e-06,7.77353064999271e-05,6.323531360003884e-06,9.255679343118123e-12,70.3,104.3,FAIL,20260903_012903,1
nsga2_20260904_232554,nsga2,1.523623151618299,15.107509859180043,11.032636563258935,4.769340108907466e-05,2.994900361173417e-05,3.3803508782706268e-06,4.5513739581220955e-05,1.7733961238480651e-06,6.063717857072026e-12,60.79,110.3,FAIL,20260904_232554,1
nsga2_20260904_232820,nsga2,10.814985688374938,12.275426837362218,17.380241713244935,2.207785245810851e-05,8.92563389636743e-05,6.330310914824578e-06,8.298680574291616e-05,5.231532521713855e-06,7.2326631864697605e-12,81.69,28.919999999999998,FAIL,20260904_232820,1
nsga2_20260904_232820,nsga2,7.441482118336891,10.933741574551513,5.1082444293612745,5.304969020318298e-06,4.148831753120593e-06,7.1685200256669e-06,4.580613290189114e-05,9.028474397385167e-06,8.516648842230516e-12,74.49,96.48,FAIL,20260904_232820,1
nsga2_20260904_232820,nsga2,3.140024247115047,1.3783042279110085,16.82694231957999,5.240732561252247e-06,4.5223278194510685e-05,5.140736444297709e-06,6.214115911584116e-05,5.288137582815168e-06,9.436088293560713e-12,43.88,133.8,FAIL,20260904_232820,1
nsga2_20260904_232820,nsga2,19.655783520706873,9.471527708889063,7.049466982209845,2.735965461285677e-06,3.914264984459256e-05,3.977371043990313e-06,5.2491034569129775e-05,5.644619315740879e-07,2.3316659226119667e-12,0.23550000000000626,148.6,FAIL,20260904_232820,1
nsga2_20260904_232820,nsga2,4.895412901663638,5.898554873692132,9.84629191891322,4.0968876487492826e-05,1.2027272606984424e-05,9.693955886555433e-06,9.440790341278056e-05,2.824270909080018e-06,6.767036735517377e-12,56.050000000000004,124.80000000000001,FAIL,20260904_232820,1
nsga2_20260904_232820,nsga2,7.441482118336891,12.28698606837009,5.1082444293612745,2.1401126561913592e-05,4.148831753120593e-06,7.1432460160086166e-06,4.482033493939071e-05,9.09652806127933e-06,8.516648842230516e-12,67.24864794324611,96.51667116471837,FAIL,20260904_232820,0
nsga2_20260904_232820,nsga2,10.950442173059983,8.597889824325875,11.807734806093244,4.974877798272685e-05,7.12464611723399e-05,7.5464183328220746e-06,8.392529141466572e-05,3.043560046206604e-06,7.14656232293837e-12,61.207477374826254,101.52598519162571,FAIL,20260904_232820,0
nsga2_20260904_232820,nsga2,10.814985688374938,10.92218234354364,17.380241713244935,5.9818298027893165e-06,8.699900077604329e-05,6.355584924482862e-06,8.397253701025685e-05,5.163270938557784e-06,7.2326631864697605e-12,77.2470471378265,62.43049383877887,FAIL,20260904_232820,0
nsga2_20260904_233403,nsga2,10.814985688374938,12.275426837362218,17.380241713244935,2.207785245810851e-05,8.92563389636743e-05,6.330310914824578e-06,8.298680574291616e-05,5.231532521713855e-06,7.2326631864697605e-12,81.69,28.919999999999998,FAIL,20260904_233403,1
nsga2_20260904_233403,nsga2,19.655783520706873,9.471527708889063,7.049466982209845,2.735965461285677e-06,3.914264984459256e-05,3.977371043990313e-06,5.2491034569129775e-05,5.644619315740879e-07,2.3316659226119667e-12,0.23550000000000626,148.6,FAIL,20260904_233403,1
nsga2_20260904_233403,nsga2,4.895412901663638,5.898554873692132,9.84629191891322,4.0968876487492826e-05,1.2027272606984424e-05,9.693955886555433e-06,9.440790341278056e-05,2.824270909080018e-06,6.767036735517377e-12,56.04994960435717,124.799754581119,FAIL,20260904_233403,0
nsga2_20260904_233403,nsga2,4.226644804560557,12.275426837362218,17.62527722421465,2.2234103216329815e-05,8.973364908534544e-05,6.784941316035855e-06,8.298680574291616e-05,5.237824527508831e-06,3.2812427860981008e-12,59.1700992940994,107.59803170595927,FAIL,20260904_233403,0
nsga2_20260904_233403,nsga2,5.640489245505074,9.369585856225253,2.181737721663813,3.5819823253274833e-05,4.286402196497126e-05,6.88760874030404e-06,9.041849545281296e-05,1.0646312216410735e-06,2.881537472394812e-12,44.20725664253367,136.94422513675946,FAIL,20260904_233403,0
nsga2_20260904_233403,nsga2,10.499038437294038,8.42153180704654,11.562683549556553,4.783879530212101e-05,7.655801042682541e-05,7.437403991783332e-06,9.727989026491917e-05,3.037268040595175e-06,7.286575376249142e-12,76.16170755464032,99.4640256717861,FAIL,20260904_233403,0
nsga2_20260904_233403,nsga2,12.852934787044246,15.642544360195611,6.778601161755747,9.48469341616502e-06,2.9400115199962504e-05,9.10646258557883e-06,9.614173355716714e-05,8.736243153644726e-06,8.046489767598197e-12,58.63,123.29999999999998,FAIL,20260904_233403,1
nsga2_20260904_233403,nsga2,10.835439763041865,12.275426837362218,7.968929775770433,2.207785245810851e-05,8.915667661222747e-05,7.026488379963102e-06,8.390252222049768e-05,5.231532521713855e-06,5.244158069473193e-12,64.56649160244622,99.54816048536176,FAIL,20260904_233403,0
nsga2_20260904_234028,nsga2,7.441482118336891,10.933741574551513,5.1082444293612745,5.304969020318298e-06,4.148831753120593e-06,7.1685200256669e-06,4.580613290189114e-05,9.028474397385167e-06,8.516648842230516e-12,74.49,96.48,FAIL,20260904_234028,1
