run_folder,run_id,algorithm,generation,evaluations,var_nm3,var_nm10,var_nm4,var_wnm2,var_wpm5,var_lpm5,var_wnm0,var_lpm0,var_capv,obj_Gain,obj_PM,pass_fail,is_real
nsga2_20260828_001842,20260828_001842,nsga2,2,40,17.046510367517907,3.581470636945459,17.257528382429616,2.898917333857049e-05,3.878462101637711e-05,5.076544925790443e-06,3.982263413947526e-05,3.331670475235269e-06,9.676070958887376e-12,41.599999999999994,116.3,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,19.71820679583796,3.9702589437333273,7.400472652669887,2.891529923284232e-05,7.504904115138555e-05,6.093304287090053e-06,3.834041697577566e-05,1.8774496018941592e-06,9.992739339349294e-12,32.31,140.2,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,3.647676483488625,17.062234306938354,5.318178454412129,4.452215241465196e-05,3.075808670108791e-05,9.713388497960056e-06,6.679126468789464e-05,3.912616063523638e-06,3.541901654482116e-12,58.66,110.9,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,17.046510367517907,3.5030732252617396,17.257528382429616,2.898917333857049e-05,3.878462101637711e-05,5.076544925790443e-06,3.982263413947526e-05,3.3599271808447524e-06,9.547183360764035e-12,41.71020425199508,116.1607004758217,FAIL,0
nsga2_20260828_001842,20260828_001842,nsga2,2,40,3.647676483488625,18.22404636614561,5.296174239816021,4.270601557030863e-05,3.0839891193552746e-05,9.713388497960056e-06,5.19280710976019e-05,3.5635083082775828e-06,3.541901654482116e-12,51.230000000000004,105.5,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,12.511434920573844,7.341524677667428,13.894326696654716,7.974926001906434e-06,2.520261928380943e-05,8.763995337533042e-06,6.015667169746113e-05,2.9888390317200702e-06,2.3447341052288944e-12,43.64999999999999,107.9,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,3.5989938402186006,5.729497814238431,8.273668664837738,3.2559229114234445e-05,8.380510687808783e-05,7.872303496599526e-06,3.414970285087154e-05,1.911403013587076e-06,5.113174480231311e-12,79.33,15.71,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,16.51795473089381,17.754864978704656,9.046811463489908,4.171149691210519e-05,3.429936629611767e-05,5.438019315980243e-06,5.5055882997750656e-05,2.3323332349951525e-06,3.9989519772128365e-12,35.93,114.9,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,5.880222184433576,16.881603634873557,9.294431710897886,2.772330587927425e-06,8.043390376489043e-05,2.9082855745722014e-06,1.844814162570429e-05,2.720057763250243e-06,5.8922879806860445e-12,51.32,104.4,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,6.272966629600457,16.8101434101774,9.5206802495686,3.428641157959137e-05,5.2229997228700256e-05,4.895383045458236e-06,5.101034719347641e-05,3.0537223730025977e-06,2.196126616373283e-12,77.19,74.32,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,17.046510367517907,16.293210571336612,16.380429071561778,2.898917333857049e-05,3.913977510527348e-05,8.104006493549987e-06,9.475326597704175e-05,3.331670475235269e-06,7.582213342596959e-12,72.67,96.20000000000002,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,16.785683658868226,17.754864978704656,9.046811463489908,4.201383556439489e-05,3.429936629611767e-05,5.438019315980243e-06,5.5055882997750656e-05,2.3323332349951525e-06,3.9989519772128365e-12,35.34597041586324,115.08497253342314,FAIL,0
nsga2_20260828_001842,20260828_001842,nsga2,2,40,19.29457031208602,6.400572642784152,9.671509120654298,3.0763815571711596e-05,9.758892706246317e-05,9.557553396351654e-06,4.0129308625722677e-05,4.042278038345253e-06,4.860803902029741e-12,32.26,108.3,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,10.293537887458722,17.534749692585972,8.40047394857217,1.6022209085877472e-06,9.686102450640025e-06,5.00065326978817e-06,2.7473290149777068e-05,6.382117036151285e-07,2.747765652980024e-12,5.979,114.8,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,6.687335556911206,13.322778293213352,2.12577328228637,3.944606489436121e-06,2.811645147771436e-05,2.253938720848531e-06,4.905809803406736e-05,3.860008274722297e-06,1.870517874540717e-12,73.44,43.61,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,5.6883197366873,16.872947650729238,11.177643317875908,2.807777215658578e-06,8.043390376489043e-05,2.9082855745722014e-06,1.844814162570429e-05,2.720057763250243e-06,5.569169100460893e-12,48.37,100.5,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,5.880222184433576,9.765074918111775,13.595818273197661,2.772330587927425e-06,8.070813376450284e-05,2.9244419395670806e-06,1.844814162570429e-05,2.720057763250243e-06,6.249641798755482e-12,45.16,104.1,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,2,40,10.293537887458722,17.205913057873342,8.40047394857217,1.5667742814385506e-06,9.686102450640025e-06,5.00065326978817e-06,2.7473290149777068e-05,6.382117036151285e-07,3.070884782958611e-12,6.094303812149285,114.757262568116,FAIL,0
nsga2_20260828_001842,20260828_001842,nsga2,3,60,6.272966629600457,9.693619715492229,13.822066811912656,3.428641157959137e-05,5.250422785899477e-05,4.911539410358523e-06,5.101034719347641e-05,3.583740721448685e-06,2.5534063413595052e-12,81.25,73.78,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,3.1062092524234535,16.77298100179959,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.88,105.0,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,19.71820679583796,3.9702589437333273,7.400472652669887,2.891529923284232e-05,7.504904115138555e-05,6.093304287090053e-06,3.834041697577566e-05,1.8774496018941592e-06,9.992739339349294e-12,32.31,140.2,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,3.647676483488625,7.0508891569125645,8.273936138344718,4.3989186449422086e-05,3.075808670108791e-05,9.713388497960056e-06,6.660311992955848e-05,3.979540121124682e-06,3.777193071256793e-12,78.94,130.09999999999997,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,6.272966629600457,6.302370685098614,13.822066811912656,3.4447939763819996e-05,5.250422785899477e-05,4.911539410358523e-06,5.101034719347641e-05,3.583740721448685e-06,2.5534063413595052e-12,81.33,68.56,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,6.687335556911206,13.322778293213352,2.12577328228637,3.944606489436121e-06,2.811645147771436e-05,4.857939081768927e-06,4.881251864827466e-05,3.860008274722297e-06,1.870517874540717e-12,73.54,136.7,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,3.5989938402186006,5.729497814238431,8.273668664837738,3.2559229114234445e-05,8.380510687808783e-05,7.872303496599526e-06,3.414970285087154e-05,1.911403013587076e-06,5.113174480231311e-12,79.33,15.71,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,6.272966629600457,16.8101434101774,9.5206802495686,3.428641157959137e-05,5.2229997228700256e-05,4.895383045458236e-06,5.101034719347641e-05,3.0537223730025977e-06,2.196126616373283e-12,77.19,74.32,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,17.046510367517907,16.293210571336612,16.380429071561778,2.898917333857049e-05,3.913977510527348e-05,8.104006493549987e-06,9.475326597704175e-05,3.331670475235269e-06,7.582213342596959e-12,72.67,96.20000000000002,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,17.046510367517907,16.331815453888677,16.380429071561778,2.898917333857049e-05,3.43586658176465e-05,5.349273301154777e-06,9.475326597704175e-05,3.082005720765984e-06,7.279541128270277e-12,73.29,80.35,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,6.836345325161529,16.77298100179959,17.49726408704239,1.896641146742638e-05,7.261114645643987e-05,6.984216308391317e-06,4.323633029654974e-05,8.629694560520226e-06,9.809207644557905e-12,59.16,127.9,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,3.647676483488625,17.062234306938354,5.318178454412129,4.452215241465196e-05,3.075808670108791e-05,9.713388497960056e-06,6.679126468789464e-05,3.912616063523638e-06,3.541901654482116e-12,58.66,110.9,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,2.9572009650677837,13.322778293213352,2.532438118777833,3.944606489436121e-06,2.811645147771436e-05,2.253938720848531e-06,4.9331687795833334e-05,3.860008274722297e-06,1.557281311547746e-12,60.24999999999999,89.72,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,5.722669841575851,16.8101434101774,7.3802396293894414,3.428641157959137e-05,5.2229997228700256e-05,6.136338368501987e-06,5.101034719347641e-05,3.0537223730025977e-06,9.814416505202135e-12,57.24,112.1,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,17.043399094410077,17.719191442681442,9.294431710897886,2.772330587927425e-06,7.72386179119965e-05,2.9082855745722014e-06,5.685245376637126e-05,3.958927684841787e-06,5.8922879806860445e-12,53.64999999999999,119.1,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,3.5989938402186006,16.75006528911478,5.3179109809199625,3.309218990920569e-05,8.380510687808783e-05,7.872303496599526e-06,3.2209649064385425e-05,1.8444790749562707e-06,5.113174480231311e-12,74.14,48.44,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,6.272966629600457,16.8101434101774,9.5206802495686,3.428641157959137e-05,5.2229997228700256e-05,2.2913827384138697e-06,5.125592657926912e-05,3.0537223730025977e-06,2.196126616373283e-12,76.72,47.32,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,6.687335556911206,13.322778293213352,2.12577328228637,3.944606489436121e-06,2.811645147771436e-05,2.253938720848531e-06,4.905809803406736e-05,3.860008274722297e-06,1.870517874540717e-12,73.44,43.61,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,10.293537887458722,17.534749692585972,9.357479889913035,1.6022209085877472e-06,9.686102450640025e-06,5.00065326978817e-06,2.6689351900067383e-05,6.382117036151285e-07,2.747765652980024e-12,5.026,118.4,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,3,60,3.0711771740451157,13.906703183915496,11.177643317875908,1.9102470087144464e-05,8.043390376489043e-05,2.9082855745722014e-06,1.7613827029945387e-05,8.795667709131131e-06,6.2704194562253495e-12,51.54,103.6,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,6.272966629600457,9.693619715492229,13.822066811912656,3.428641157959137e-05,5.250422785899477e-05,4.911539410358523e-06,5.101034719347641e-05,3.583740721448685e-06,2.5534063413595052e-12,81.25,73.78,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,3.1062092524234535,16.77298100179959,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.88,105.0,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,19.71820679583796,3.9702589437333273,7.400472652669887,2.891529923284232e-05,7.504904115138555e-05,6.093304287090053e-06,3.834041697577566e-05,1.8774496018941592e-06,9.992739339349294e-12,32.31,140.2,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,3.647676483488625,7.0508891569125645,8.273936138344718,4.3989186449422086e-05,3.075808670108791e-05,9.713388497960056e-06,6.660311992955848e-05,3.979540121124682e-06,3.777193071256793e-12,78.94,130.09999999999997,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,6.272966629600457,6.302370685098614,13.822066811912656,3.4447939763819996e-05,5.250422785899477e-05,4.911539410358523e-06,5.101034719347641e-05,3.583740721448685e-06,2.5534063413595052e-12,81.33,68.56,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,6.687335556911206,13.322778293213352,2.12577328228637,3.944606489436121e-06,2.811645147771436e-05,4.857939081768927e-06,4.881251864827466e-05,3.860008274722297e-06,1.870517874540717e-12,73.54,136.7,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,6.272454574670261,13.303582085596481,14.217788323854037,3.249399686521677e-05,2.811645147771436e-05,4.857939081768927e-06,4.9783909876602916e-05,3.5868763061847745e-06,2.3224230868858308e-12,78.58,130.6,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,6.836345325161529,16.77298100179959,17.49726408704239,1.896641146742638e-05,7.261114645643987e-05,6.984216308391317e-06,4.323633029654974e-05,8.629694560520226e-06,9.809207644557905e-12,59.16,127.9,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,19.470542155885123,3.9960199304601414,7.489373370835535,3.206929455771278e-05,8.380510687808783e-05,7.872303496599526e-06,3.848259478503875e-05,1.8450063522207496e-06,5.113174480231311e-12,31.299999999999994,129.69999999999996,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,6.272966629600457,6.302370685098614,2.522448222413443,4.258398528680828e-06,5.207931842453266e-05,4.911539410358523e-06,4.9284516466090995e-05,3.583740721448685e-06,2.5534063413595052e-12,80.13,17.3,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,6.272966629600457,6.302370685098614,13.054881018890672,3.454840027146889e-05,5.269138687286002e-05,8.187132574519162e-06,5.101034719347641e-05,3.583740721448685e-06,2.5534063413595052e-12,79.09,99.99999999999999,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,3.5989938402186006,5.729497814238431,8.273668664837738,3.2559229114234445e-05,8.380510687808783e-05,7.872303496599526e-06,3.414970285087154e-05,1.911403013587076e-06,5.113174480231311e-12,79.33,15.71,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,6.272966629600457,16.8101434101774,9.5206802495686,3.428641157959137e-05,5.2229997228700256e-05,4.895383045458236e-06,5.101034719347641e-05,3.0537223730025977e-06,2.196126616373283e-12,77.19,74.32,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,17.046510367517907,16.293210571336612,16.380429071561778,2.898917333857049e-05,3.913977510527348e-05,8.104006493549987e-06,9.475326597704175e-05,3.331670475235269e-06,7.582213342596959e-12,72.67,96.20000000000002,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,17.046510367517907,16.331815453888677,16.380429071561778,2.898917333857049e-05,3.43586658176465e-05,5.349273301154777e-06,9.475326597704175e-05,3.082005720765984e-06,7.279541128270277e-12,73.29,80.35,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,3.647676483488625,17.062234306938354,5.318178454412129,4.452215241465196e-05,3.075808670108791e-05,9.713388497960056e-06,6.679126468789464e-05,3.912616063523638e-06,3.541901654482116e-12,58.66,110.9,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,5.722669841575851,16.8101434101774,7.3802396293894414,3.428641157959137e-05,5.2229997228700256e-05,6.136338368501987e-06,5.101034719347641e-05,3.0537223730025977e-06,9.814416505202135e-12,57.24,112.1,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,6.687335556911206,13.322778293213352,7.598947063161319,5.3767842552760625e-06,2.811645147771436e-05,2.253938720848531e-06,5.1104235558224935e-05,3.851545748875984e-06,9.681469536091944e-12,56.35,122.4,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,7.127235538942222,2.8081921575366886,7.728983691836552,1.6670700535746292e-05,7.24852001353904e-05,5.352487249919363e-06,4.319461513179952e-05,8.743193463379883e-06,9.992739339349294e-12,47.559999999999995,123.80000000000001,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,4,80,3.5989938402186006,5.380819667901985,8.273668664837738,3.2559229114234445e-05,8.380510687808783e-05,7.872303496599526e-06,3.414970285087154e-05,1.911403013587076e-06,5.113174480231311e-12,79.18,12.409999999999998,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,19.71820679583796,3.9702589437333273,7.400472652669887,2.891529923284232e-05,7.504904115138555e-05,6.093304287090053e-06,3.834041697577566e-05,1.8774496018941592e-06,9.992739339349294e-12,32.31,140.2,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,3.647676483488625,7.0508891569125645,8.273936138344718,4.3989186449422086e-05,3.075808670108791e-05,9.713388497960056e-06,6.660311992955848e-05,3.979540121124682e-06,3.777193071256793e-12,78.94,130.09999999999997,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,6.300152887816308,13.352494867488737,14.217788323854037,3.249399686521677e-05,2.811645147771436e-05,4.857939081768927e-06,4.9783909876602916e-05,3.841538026691509e-06,2.307559670062869e-12,78.75,138.7,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,6.836345325161529,16.77298100179959,17.49994892819359,1.87910305721377e-05,7.261114645643987e-05,6.984216308391317e-06,9.54970849277903e-05,8.629694560520226e-06,7.60401186183496e-12,83.52,118.70000000000002,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,6.272966629600457,9.693619715492229,13.822066811912656,3.428641157959137e-05,5.250422785899477e-05,4.911539410358523e-06,5.101034719347641e-05,3.583740721448685e-06,2.5534063413595052e-12,81.25,73.78,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,3.1062092524234535,16.77298100179959,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.88,105.0,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,6.687335556911206,13.322778293213352,2.12577328228637,3.944606489436121e-06,2.811645147771436e-05,4.857939081768927e-06,4.881251864827466e-05,3.860008274722297e-06,1.870517874540717e-12,73.54,136.7,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,6.272454574670261,13.303582085596481,14.217788323854037,3.249399686521677e-05,2.811645147771436e-05,4.857939081768927e-06,4.9783909876602916e-05,3.5868763061847745e-06,2.3224230868858308e-12,78.58,130.6,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,6.272966629600457,6.302370685098614,13.822066811912656,3.4447939763819996e-05,5.250422785899477e-05,4.911539410358523e-06,5.101034719347641e-05,3.6429657377981653e-06,2.5534063413595052e-12,81.43,68.76,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,6.272966629600457,6.302370685098614,13.822066811912656,3.4447939763819996e-05,5.250422785899477e-05,4.911539410358523e-06,5.101034719347641e-05,3.583740721448685e-06,2.5534063413595052e-12,81.33,68.56,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,6.836345325161529,16.77298100179959,17.49726408704239,1.896641146742638e-05,7.261114645643987e-05,6.984216308391317e-06,4.323633029654974e-05,8.629694560520226e-06,9.809207644557905e-12,59.16,127.9,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,19.470542155885123,3.9960199304601414,7.489373370835535,3.206929455771278e-05,8.380510687808783e-05,7.872303496599526e-06,3.848259478503875e-05,1.8450063522207496e-06,5.113174480231311e-12,31.299999999999994,129.69999999999996,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,6.272966629600457,6.302370685098614,13.054881018890672,3.454840027146889e-05,5.269138687286002e-05,8.187132574519162e-06,5.101034719347641e-05,3.583740721448685e-06,2.5534063413595052e-12,79.09,99.99999999999999,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,3.1062092524234535,16.77298100179959,17.880692120360976,1.893486152222765e-05,7.184030217478822e-05,4.959540625933474e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,76.77,108.7,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,6.835819098018893,16.868219355708394,13.822066811912656,1.8424532056335403e-05,4.50833033924431e-05,5.182531219378113e-06,5.101034719347641e-05,3.583740721448685e-06,9.778909624647365e-12,74.51,111.1,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,6.272966629600457,6.302370685098614,2.522448222413443,4.258398528680828e-06,5.3038413539366416e-05,7.49795540593402e-06,4.9284516466090995e-05,3.583740721448685e-06,2.5534063413595052e-12,79.54,76.93,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,6.272966629600457,6.302370685098614,2.522448222413443,4.258398528680828e-06,5.207931842453266e-05,4.911539410358523e-06,4.9284516466090995e-05,3.583740721448685e-06,2.5534063413595052e-12,80.13,17.3,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,19.470542155885123,3.969653204656868,7.489373370835535,3.2157634436609555e-05,6.850169309956524e-05,7.872303496599526e-06,3.84861645556708e-05,1.845145610612934e-06,5.135310474573132e-12,30.77,126.6,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,6.272966629600457,16.8101434101774,9.5206802495686,3.428641157959137e-05,5.2229997228700256e-05,4.895383045458236e-06,5.101034719347641e-05,3.0537223730025977e-06,2.196126616373283e-12,77.19,74.32,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,5,100,3.5989938402186006,5.729497814238431,8.273668664837738,3.2559229114234445e-05,8.380510687808783e-05,7.872303496599526e-06,4.158315965300459e-05,1.911403013587076e-06,5.113174480231311e-12,80.11,23.670000000000005,FAIL,1
nsga2_20260828_001842,20260828_001842,nsga2,6,120,6.836345325161529,16.77298100179959,17.49994892819359,1.87910305721377e-05,7.261114645643987e-05,6.984216308391317e-06,9.54970849277903e-05,8.629694560520226e-06,7.60401186183496e-12,83.52,118.70000000000002,FAIL,1
