run_folder,algorithm,generation,evaluations,var_nm3,var_nm10,var_nm4,var_wnm2,var_wpm5,var_lpm5,var_wnm0,var_lpm0,var_capv,obj_Gain,obj_PM,pass_fail,run_id,is_real
nsga2_20260825_185716,nsga2,2,40,7.47999589101123,8.45544216251895,10.507625216390691,2.8572060728038622e-05,5.663386590054512e-05,7.296794172319813e-06,9.9419632469624e-05,7.6138153066220255e-06,5.414962014354169e-12,75.14,146.8,FAIL,,
nsga2_20260825_185716,nsga2,3,60,7.47999589101123,8.45544216251895,10.507625216390691,2.8572060728038622e-05,5.663386590054512e-05,7.296794172319813e-06,9.9419632469624e-05,7.6138153066220255e-06,5.414962014354169e-12,75.14,146.8,FAIL,,
nsga2_20260825_185716,nsga2,4,80,7.48058851545852,16.639838095831102,10.500259054086689,2.7897592781864252e-05,5.663386590054512e-05,6.617789931269568e-06,9.9419632469624e-05,6.060529511107273e-06,5.414962014354169e-12,82.91,146.9,FAIL,,
nsga2_20260825_185716,nsga2,5,100,7.48058851545852,16.639838095831102,10.500259054086689,2.7897592781864252e-05,5.663386590054512e-05,6.617789931269568e-06,9.9419632469624e-05,6.060529511107273e-06,5.414962014354169e-12,82.91,146.9,FAIL,,
nsga2_20260827_141853,nsga2,1,20,3.106209252423453,16.77298100179959,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557904e-12,79.88,105.0,FAIL,,
nsga2_20260827_141853,nsga2,2,40,19.71820679583796,3.9702589437333273,7.400472652669887,2.891529923284232e-05,7.504904115138555e-05,6.093304287090053e-06,3.834041697577566e-05,1.8774496018941592e-06,9.992739339349294e-12,32.31,140.2,FAIL,,
nsga2_20260827_141853,nsga2,3,60,6.687335556911206,13.322778293213352,2.12577328228637,3.944606489436121e-06,2.811645147771436e-05,4.857939081768927e-06,4.881251864827466e-05,3.860008274722297e-06,1.870517874540717e-12,73.54,136.7,FAIL,,
nsga2_20260827_141853,nsga2,4,80,6.687335556911206,13.322778293213352,2.12577328228637,3.944606489436121e-06,2.811645147771436e-05,4.857939081768927e-06,4.881251864827466e-05,3.860008274722297e-06,1.870517874540717e-12,73.54,136.7,FAIL,,
nsga2_20260827_141853,nsga2,5,100,6.687335556911206,13.322778293213352,2.12577328228637,3.944606489436121e-06,2.811645147771436e-05,4.857939081768927e-06,4.881251864827466e-05,3.860008274722297e-06,1.870517874540717e-12,73.54,136.7,FAIL,,
nsga2_20260827_174615,nsga2,1,5,6.260932876862046,4.05238816672741,19.42858285110652,2.594860870172957e-05,1.18518015633358e-05,6.423152677606254e-06,7.77353064999271e-05,6.323531360003884e-06,9.255679343118123e-12,70.3,104.3,FAIL,,
nsga2_20260827_174615,nsga2,2,10,4.865649572846843,5.983953468395141,19.297309266630315,2.58641098353348e-05,4.867354015083401e-05,6.835364727392012e-06,9.617722220827954e-05,7.364544609042903e-06,5.871041699926908e-12,69.21,121.8,FAIL,,
nsga2_20260827_174615,nsga2,3,15,6.2602870198512,4.052078510565102,15.437238063909444,2.594860870172957e-05,1.18518015633358e-05,6.740812347186168e-06,7.77353064999271e-05,6.323531360003884e-06,9.255679343118123e-12,76.62,134.6,FAIL,,
nsga2_20260827_174615,nsga2,4,20,6.2602870198512,4.052078510565102,15.437238063909444,2.594860870172957e-05,1.18518015633358e-05,6.740812347186168e-06,7.77353064999271e-05,6.323531360003884e-06,9.255679343118123e-12,76.62,134.6,FAIL,,
nsga2_20260827_174615,nsga2,5,25,4.890338096737728,5.946356397667664,15.778393222391696,2.58641098353348e-05,3.898873375044416e-05,7.947452691513881e-06,7.757098764640686e-05,7.364544609042903e-06,9.25519791559378e-12,83.91,140.39999999999998,FAIL,,
nsga2_20260827_181447,nsga2,1,5,15.692263183327512,1.5765741455869526,14.432336817456846,1.889991852388e-05,9.358015536374508e-06,6.774750640565e-06,9.316694631771304e-05,2.4683160967695117e-06,6.670811798068086e-12,40.35,153.3,FAIL,,
nsga2_20260827_181447,nsga2,2,10,15.692263183327512,1.5765741455869526,14.432336817456846,1.889991852388e-05,9.358015536374508e-06,6.774750640565e-06,9.316694631771304e-05,2.4683160967695117e-06,6.670811798068086e-12,40.35,153.3,FAIL,,
nsga2_20260827_181447,nsga2,3,15,15.692263183327512,1.5765741455869526,14.432336817456846,1.889991852388e-05,9.358015536374508e-06,6.774750640565e-06,9.316694631771304e-05,2.4683160967695117e-06,7.682597209816312e-12,40.35,154.8,FAIL,,
nsga2_20260827_181447,nsga2,4,20,15.692263183327512,1.5765741455869526,14.432336817456846,1.889991852388e-05,9.358015536374508e-06,6.774750640565e-06,9.316694631771304e-05,2.4683160967695117e-06,7.682597209816312e-12,40.35,154.8,FAIL,,
nsga2_20260827_181447,nsga2,5,25,15.692263183327512,1.5765741455869526,14.432336817456846,1.889991852388e-05,9.358015536374508e-06,6.774750640565e-06,9.316694631771304e-05,2.4683160967695117e-06,7.682597209816312e-12,40.35,154.8,FAIL,,
nsga2_20260828_001842,nsga2,1,20,3.1062092524234535,16.77298100179959,17.880692120360976,1.896641146742638e-05,7.261114645643987e-05,7.5459566234523e-06,4.4157840076783945e-05,8.629694560520226e-06,9.809207644557905e-12,79.88,105.0,FAIL,20260828_001842,1
nsga2_20260828_001842,nsga2,2,40,19.71820679583796,3.9702589437333273,7.400472652669887,2.891529923284232e-05,7.504904115138555e-05,6.093304287090053e-06,3.834041697577566e-05,1.8774496018941592e-06,9.992739339349294e-12,32.31,140.2,FAIL,20260828_001842,1
